分类,风格,优,arxiv_id,标题,备注,被引,arXiv
好,科研风,,2511.21510,Tool-RoCo: An Agent-as-Tool Self-organization Large Language Model Benchmark in Multi-robot Cooperation,,0,https://arxiv.org/abs/2511.21510
好,生动活泼,,2511.21572,BAMAS: Structuring Budget-Aware Multi-Agent Systems,,0,https://arxiv.org/abs/2511.21572
坏,,,2511.21686,Matrix: Peer-to-Peer Multi-Agent Synthetic Data Generation Framework,,0,https://arxiv.org/abs/2511.21686
坏,,,2511.23148,Peer-to-Peer Energy Trading in Dairy Farms using Multi-Agent Reinforcement Learning,,1,https://arxiv.org/abs/2511.23148
未筛,,,2512.00047,Emergent Convergence in Multi-Agent LLM Annotation,,1,https://arxiv.org/abs/2512.00047
坏,,,2512.00602,AgentODRL: A Large Language Model-based Multi-agent System for ODRL Generation,,0,https://arxiv.org/abs/2512.00602
坏,,,2512.00617,ART: Adaptive Response Tuning Framework -- A Multi-Agent Tournament-Based Approach to LLM Response Optimization,,0,https://arxiv.org/abs/2512.00617
未筛,,,2512.01434,A Flexible Multi-Agent LLM-Human Framework for Fast Human Validated Tool Building,,0,https://arxiv.org/abs/2512.01434
好,生动活泼,,2512.01610,Agent-Kernel: A MicroKernel Multi-Agent System Framework for Adaptive Social Simulation Powered by LLMs,,0,https://arxiv.org/abs/2512.01610
未筛,,,2512.02228,"STRIDE: A Systematic Framework for Selecting AI Modalities -- Agentic AI, AI Assistants, or LLM Calls",,0,https://arxiv.org/abs/2512.02228
未筛,,,2512.02282,DialogGuard: Multi-Agent Psychosocial Safety Evaluation of Sensitive LLM Responses,,0,https://arxiv.org/abs/2512.02282
坏,,,2512.02410,Decentralized Multi-Agent System with Trust-Aware Communication,,4,https://arxiv.org/abs/2512.02410
坏,,,2512.03278,Thucy: An LLM-based Multi-Agent System for Claim Verification across Relational Databases,,0,https://arxiv.org/abs/2512.03278
未筛,,,2512.03466,AsymPuzl: An Asymmetric Puzzle for multi-agent cooperation,,0,https://arxiv.org/abs/2512.03466
好,科研风,,2512.04207,Orchestrator Multi-Agent Clinical Decision Support System for Secondary Headache Diagnosis in Primary Care,,0,https://arxiv.org/abs/2512.04207
坏,,,2512.04488,Persona-based Multi-Agent Collaboration for Brainstorming,,0,https://arxiv.org/abs/2512.04488
坏,,,2512.04668,Topology Matters: Measuring Memory Leakage in Multi-Agent LLMs,,0,https://arxiv.org/abs/2512.04668
坏,,,2512.04691,Towards Ethical Multi-Agent Systems of Large Language Models: A Mechanistic Interpretability Perspective,,0,https://arxiv.org/abs/2512.04691
未筛,,,2512.05013,Detecting Perspective Shifts in Multi-agent Systems,,0,https://arxiv.org/abs/2512.05013
未筛,,,2512.06196,ARCANE: A Multi-Agent Framework for Interpretable and Configurable Alignment,,0,https://arxiv.org/abs/2512.06196
坏,,,2512.06256,Convergence of Outputs When Two Large Language Models Interact in a Multi-Agentic Setup,,0,https://arxiv.org/abs/2512.06256
坏,,,2512.06432,HiveMind: Contribution-Guided Online Prompt Optimization of LLM Multi-Agent Systems,,0,https://arxiv.org/abs/2512.06432
坏,,,2512.06749,DoVer: Intervention-Driven Auto Debugging for LLM Multi-Agent Systems,,0,https://arxiv.org/abs/2512.06749
好,科研风,,2512.07132,DART: Leveraging Multi-Agent Disagreement for Tool Recruitment in Multimodal Reasoning,,0,https://arxiv.org/abs/2512.07132
坏,,,2512.07462,"Understanding LLM Agent Behaviours via Game Theory: Strategy Recognition, Biases and Multi-Agent Dynamics",,0,https://arxiv.org/abs/2512.07462
未筛,,,2512.08545,Curriculum Guided Massive Multi Agent System Solving For Robust Long Horizon Tasks,,0,https://arxiv.org/abs/2512.08545
未筛,,,2512.08743,Single-Agent Scaling Fails Multi-Agent Intelligence: Towards Foundation Models with Native Multi-Agent Intelligence,,0,https://arxiv.org/abs/2512.08743
坏,,,2512.09543,SWEnergy: An Empirical Study on Energy Efficiency in Agentic Issue Resolution Frameworks with SLMs,,0,https://arxiv.org/abs/2512.09543
未筛,,,2512.09939,Norm-Governed Multi-Agent Decision-Making in Simulator-Coupled Environments:The Reinsurance Constrained Multi-Agent Simulation Process (R-CMASP),,0,https://arxiv.org/abs/2512.09939
坏,,,2512.10665,On the Dynamics of Multi-Agent LLM Communities Driven by Value Diversity,,0,https://arxiv.org/abs/2512.10665
坏,,,2512.10918,CompanionCast: Toward Social Collaboration with Multi-Agent Systems in Shared Experiences,,0,https://arxiv.org/abs/2512.10918
坏,,,2512.11001,Rethinking Query Optimization for Multi-Agent Systems [Vision],,0,https://arxiv.org/abs/2512.11001
好,科研风,,2512.11213,FutureWeaver: Planning Test-Time Compute for Multi-Agent Systems with Modularized Collaboration,,0,https://arxiv.org/abs/2512.11213
好,科研风,优,2512.11426,AgentBalance: Backbone-then-Topology Design for Cost-Effective Multi-Agent Systems under Budget Constraints,优,0,https://arxiv.org/abs/2512.11426
坏,,,2512.11781,Agile Flight Emerges from Multi-Agent Competitive Racing,,0,https://arxiv.org/abs/2512.11781
未筛,,,2512.13481,neuralFOMO: Can LLMs Handle Being Second Best? Measuring Envy-Like Preferences in Multi-Agent Settings,,0,https://arxiv.org/abs/2512.13481
坏,,,2512.13930,Hierarchical Multi-agent Large Language Model Reasoning for Autonomous Functional Materials Discovery,,1,https://arxiv.org/abs/2512.13930
未筛,,,2512.14079,Grammar Search for Multi-Agent Systems,,0,https://arxiv.org/abs/2512.14079
坏,,,2512.14846,MALCDF: A Distributed Multi-Agent LLM Framework for Real-Time Cyber,,0,https://arxiv.org/abs/2512.14846
好,生动活泼,,2512.15398,Mapis: A Knowledge-Graph Grounded Multi-Agent Framework for Evidence-Based PCOS Diagnosis,,0,https://arxiv.org/abs/2512.15398
坏,,,2512.16063,A Multi-Agent Large Language Model Framework for Automated Qualitative Analysis,,0,https://arxiv.org/abs/2512.16063
好,生动活泼,,2512.16167,Ev-Trust: An Evolutionarily Stable Trust Mechanism for Decentralized LLM-Based Multi-Agent Service Economies,,0,https://arxiv.org/abs/2512.16167
好,生动活泼,优,2512.16214,PDE-Agent: A toolchain-augmented multi-agent framework for PDE solving,优,0,https://arxiv.org/abs/2512.16214
坏,,,2512.16433,Emergent Bias and Fairness in Multi-Agent Decision Systems,,0,https://arxiv.org/abs/2512.16433
坏,,,2512.17914,Q-KVComm: Efficient Multi-Agent Communication Via Adaptive KV Cache Compression,,0,https://arxiv.org/abs/2512.17914
未筛,,,2512.18094,Rethinking Multi-Agent Intelligence Through the Lens of Small-World Networks,,2,https://arxiv.org/abs/2512.18094
坏,,,2512.18669,IntelliCode: A Multi-Agent LLM Tutoring System with Centralized Learner Modeling,,0,https://arxiv.org/abs/2512.18669
好,科研风,优,2512.18733,Explainable and Fine-Grained Safeguarding of LLM Multi-Agent Systems via Bi-Level Graph Anomaly Detection,优,0,https://arxiv.org/abs/2512.18733
坏,,,2512.18950,Learning Hierarchical Procedural Memory for LLM Agents through Bayesian Selection and Contrastive Refinement,,0,https://arxiv.org/abs/2512.18950
坏,,,2512.19841,A Multi-Agent Retrieval-Augmented Framework for Work-in-Progress Predictio,,0,https://arxiv.org/abs/2512.19841
坏,,,2512.20618,LongVideoAgent: Multi-Agent Reasoning with Long Videos,,0,https://arxiv.org/abs/2512.20618
坏,,,2512.20629,Learning Evolving Latent Strategies for Multi-Agent Language Systems without Model Fine-Tuning,,0,https://arxiv.org/abs/2512.20629
好,科研风,优,2512.20973,DAO-Agent: Zero Knowledge-Verified Incentives for Decentralized Multi-Agent Coordination,图1：优，但配色不好看,0,https://arxiv.org/abs/2512.20973
坏,,,2512.21309,A Plan Reuse Mechanism for LLM-Driven Agent,,0,https://arxiv.org/abs/2512.21309
坏,,,2512.21352,Multi-Agent LLM Committees for Autonomous Software Beta Testing,,0,https://arxiv.org/abs/2512.21352
坏,,,2512.21818,Analyzing Code Injection Attacks on LLM-based Multi-Agent Systems in Software Development,,0,https://arxiv.org/abs/2512.21818
坏,,,2512.22149,Adaptive GPU Resource Allocation for Multi-Agent Collaborative Reasoning in Serverless Environments,,0,https://arxiv.org/abs/2512.22149
坏,,,2512.22941,Heterogeneity in Multi-Agent Reinforcement Learning,,0,https://arxiv.org/abs/2512.22941
好,生动活泼,,2512.23717,HarmTransform: Transforming Explicit Harmful Queries into Stealthy via Multi-Agent Debate,,0,https://arxiv.org/abs/2512.23717
好,科研风,,2512.24613,Group Deliberation Oriented Multi-Agent Conversational Model for Complex Reasoning,,0,https://arxiv.org/abs/2512.24613
坏,,,2512.24827,Inter-Agent Relative Representations for Multi-Agent Option Discovery,,0,https://arxiv.org/abs/2512.24827
坏,,,2601.11578,Multi-Agent LLMs for Generating Research Limitations,,0,https://arxiv.org/abs/2601.11578
